ASN00054128,MDPR,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,MDPR,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,MDPR,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,MDPR,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,MDPR,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,MDPR,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,178,,,
ASN00054128,MDPR,2010,,,,356,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,420,,,,,,,20,,,,,,,,,,,,,,4,,,,,,,90,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,20,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00054128,PRCP,1969,23,330,351,0,0,0,0,0,0,43,64,0,51,5,3,0,23,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,262,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,102,0,0,97,0,0,0,0,0,0,20,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,23,315,0,91,15,0,0,0,0,0,51,0,5,8,0,33,104,43,53,8,38,0,0,15,0,23,0,0,0,15,0,3,0,0,0,0,0,0,0,76,84,3,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,18,13,38,0,0,0,193,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,241,0,0,0,0,0,0,0,0,89,0,18,18,10,10,18,0,0,0,0,28,,,0,145,295,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,18,25,5,0,0,0,0,38,15,8,0,0,124,41,0,305,79,0,0,165,0,0,0,5,0,0,10,0,15,150,25,0,0,0,0,0,5,201,0,0,5,5,213,234,272,0,0,127,0,53,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,183,0,0,30,0,0,0,0,0,0,168,272,18,0,0,0,0,0,0,46
ASN00054128,PRCP,1970,0,178,0,0,0,0,0,23,20,0,0,284,0,0,0,0,0,0,56,79,216,0,0,0,0,0,259,267,33,61,0,0,53,114,0,0,0,0,0,0,0,0,0,8,0,0,91,0,0,0,0,0,0,203,155,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0,0,3,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,0,20,0,0,0,0,0,0,0,0,5,183,488,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,127,0,69,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,622,185,165,0,0,0,0,0,236,516,36,56,0,0,254,28,0,0,0,0,0,0,0,0,0,0,0,0,140,46,0,0,0,0,0,0,0,122,0,0,0,0,94,0,0,33,0,0,0,0,0,0,0,739,18,0,86,203,5,25,0,0,0,61,0,0,33,0,0,0,124,0,0,28,10,0,0,0,0,0,5,0,0,0,333,508,714,142,0,0,0,0,5,20,193,351,0,0,124,0,107,0,0,0,0,0,406,178,0
ASN00054128,PRCP,1971,0,0,0,0,0,0,0,0,0,0,48,0,13,91,0,0,0,201,208,28,15,0,335,0,112,10,292,124,356,0,0,0,406,0,97,193,483,0,15,180,20,97,211,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,0,0,0,0,,,,0,8,3,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,800,378,0,0,0,0,0,246,0,0,51,0,36,71,0,0,23,23,0,0,0,10,528,277,0,0,0,0,0,0,36,0,0,0,0,0,0,381,25,0,0,0,0,0,41,0,0,0,0,191,79,0,0,0,0,0,0,64,0,0,0,66,25,0,0,0,0,178,0,0,0,0,102,0,0,0,0,30,0,0,0,0,0,0,99,0,10,0,0,0,0,53,0,0,0,0,0,0,0,183,0,0,0,18,0,0,0,0,0,0,0,23,0,0,0,51,0,0,0,0,0,51,33,0,0,0,0,18,0,0,0,0,0,198,279,97,0,310,38,0,0,0,0,36,0,0,0,0,5,0,0,0,427,498,5,0,0,74,0,0,0,0,0,0,191,20,3,0,0
ASN00054128,PRCP,1972,0,0,15,0,36,0,0,0,0,0,0,0,229,185,51,0,0,5,58,18,0,0,0,38,28,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,206,91,142,0,0,0,0,0,0,0,0,0,391,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,0,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,97,117,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,0,0,20,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0,66,241,13,0,0,0,36,114,0,0,8,0,0,0,0,0,0,5,0,0,79,0,0,0,0,191,79,0,0,0,0,0,64,0,0,66,25,0,0,0,0,0,178,0,0,0,0,102,0,0,0,0,94,213,0,0,0,25,0,0,0,0,5,0,0,0,0,36,173,94,74,5,43,0,76,3,5,0,86,142,,,0,0,99,5,0,0,0,330,0,0,89,155,0,25,0,0,0,0,0,0,0,0,0,0,127,338,0,163,0,0,0,0,0,0,0,0,0,0,102,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,216,127
ASN00054128,PRCP,1973,0,46,0,0,155,0,0,0,0,442,0,0,84,74,0,0,0,0,0,0,0,0,0,0,0,0,3,117,221,0,0,0,0,0,0,0,0,0,0,0,86,711,546,0,0,0,36,170,249,0,0,0,0,0,25,0,180,5,3,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,28,0,91,0,254,0,0,0,0,0,97,51,0,0,0,0,0,0,0,3,0,3,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,56,178,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,140,0,0,0,0,30,0,0,0,66,20,0,0,0,0,0,0,0,0,25,0,0,8,66,0,0,0,3,0,5,0,0,0,74,0,0,5,0,56,0,0,0,0,0,89,366,5,0,0,0,0,0,0,0,140,13,0,0,0,142,0,0,0,0,0,0,0,23,0,0,0,0,15,30,3,109,155,0,0,0,0,3,3,0,0,81,102,3,0,0,0,0,208,0,0,0,0,0,0,25,196,0,173,25,0,0,0,0,5,0,0,0,0,107,28,0,0,0,0,0,0,0,0,239,43,0,0,41,8,566,76,0,0,0,56,0,0,0,0,0,0,239,0,0,41,15,0,0,231,0,0,0,25,0,155,0,0,66,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,185,605,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,71,0,18,36,56,3,305,0,0,0,0,122,0,71,434,0,0
ASN00054128,PRCP,1974,10,74,0,0,0,0,76,810,530,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,330,98,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,160,0,0,0,2,0,0,0,0,40,0,0,0,0,0,0,67,4,0,0,0,0,0,0,8,34,3,40,0,0,62,86,13,0,56,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,378,22,0,0,0,0,3,0,28,20,6,0,0,0,0,2,30,0,0,2,10,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,20,14,0,358,34,34,4,0,0,66,24,126,10,26,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,56,2,6,0,0,22,2,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,2,80,258,0,0,0,0,0,28,0,0,86,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,24,96,24,0,0,0,4,40,0,0,0,22,0,0,176,0,20,0,0,0,0,0,0,70,0,0,0,94,92,120,6,0,0,0,0,0,0,0,0,5,0,84,0,0,6,184,64,160,0,0,0,0,0,0,74,48,0,0,0,0,0,0,0,0,0,0,0,152,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
