ETHC2	Num
ETHC3	Num
ETHC4	Num
ETHC5	Num
ETHC6	Num
HVP1	Num
HVP2	Num
HVP3	Num
HVP4	Num
HVP5	Num
HVP6	Num
HUR1	Num
HUR2	Num
RHP1	Num
RHP2	Num
RHP3	Num
RHP4	Num
HUPA1	Num
HUPA2	Num
HUPA3	Num
HUPA4	Num
HUPA5	Num
HUPA6	Num
HUPA7	Num
RP1	Num
RP2	Num
RP3	Num
RP4	Num
MSA	Num
ADI	Num
DMA	Num
IC1	Num
IC2	Num
IC3	Num
IC4	Num
IC5	Num
IC6	Num
IC7	Num
IC8	Num
IC9	Num
IC10	Num
IC11	Num
IC12	Num
IC13	Num
IC14	Num
IC15	Num
IC16	Num
IC17	Num
IC18	Num
IC19	Num
IC20	Num
IC21	Num
IC22	Num
IC23	Num
HHAS1	Num
HHAS2	Num
HHAS3	Num
HHAS4	Num
MC1	Num
MC2	Num
MC3	Num
TPE1	Num
TPE2	Num
TPE3	Num
TPE4	Num
TPE5	Num
TPE6	Num
TPE7	Num
TPE8	Num
TPE9	Num
PEC1	Num
PEC2	Num
TPE10	Num
TPE11	Num
TPE12	Num
TPE13	Num
LFC1	Num
LFC2	Num
LFC3	Num
LFC4	Num
LFC5	Num
LFC6	Num
LFC7	Num
LFC8	Num
LFC9	Num
LFC10	Num
OCC1	Num
OCC2	Num
OCC3	Num
OCC4	Num
OCC5	Num
OCC6	Num
OCC7	Num
OCC8	Num
OCC9	Num
OCC10	Num
OCC11	Num
OCC12	Num
OCC13	Num
EIC1	Num
EIC2	Num
EIC3	Num
EIC4	Num
EIC5	Num
EIC6	Num
EIC7	Num
EIC8	Num
EIC9	Num
EIC10	Num
EIC11	Num
EIC12	Num
EIC13	Num
EIC14	Num
EIC15	Num
EIC16	Num
OEDC1	Num
OEDC2	Num
OEDC3	Num
OEDC4	Num
OEDC5	Num
OEDC6	Num
OEDC7	Num
EC1	Num
EC2	Num
EC3	Num
EC4	Num
EC5	Num
EC6	Num
EC7	Num
EC8	Num
SEC1	Num
SEC2	Num
SEC3	Num
SEC4	Num
SEC5	Num
AFC1	Num
AFC2	Num
AFC3	Num
AFC4	Num
AFC5	Num
AFC6	Num
VC1	Num
VC2	Num
VC3	Num
VC4	Num
ANC1	Num
ANC2	Num
ANC3	Num
ANC4	Num
ANC5	Num
ANC6	Num
ANC7	Num
ANC8	Num
ANC9	Num
ANC10	Num
ANC11	Num
ANC12	Num
ANC13	Num
ANC14	Num
ANC15	Num
POBC1	Num
POBC2	Num
LSC1	Num
LSC2	Num
LSC3	Num
LSC4	Num
VOC1	Num
VOC2	Num
VOC3	Num
HC1	Num
HC2	Num
HC3	Num
HC4	Num
HC5	Num
HC6	Num
HC7	Num
HC8	Num
HC9	Num
HC10	Num
HC11	Num
HC12	Num
HC13	Num
HC14	Num
HC15	Num
HC16	Num
HC17	Num
HC18	Num
HC19	Num
HC20	Num
HC21	Num
MHUC1	Num
MHUC2	Num
AC1	Num
AC2	Num
ADATE_2	Num
ADATE_3	Num
ADATE_4	Num
ADATE_5	Num
ADATE_6	Num
ADATE_7	Num
ADATE_8	Num
ADATE_9	Num
ADATE_10	Num
ADATE_11	Num
ADATE_12	Num
ADATE_13	Num
ADATE_14	Num
ADATE_15	Num
ADATE_16	Num
ADATE_17	Num
ADATE_18	Num
ADATE_19	Num
ADATE_20	Num
ADATE_21	Num
ADATE_22	Num
ADATE_23	Num
ADATE_24	Num
RFA_2	Char
RFA_3	Char
RFA_4	Char
RFA_5	Char
RFA_6	Char
RFA_7	Char
RFA_8	Char
RFA_9	Char
RFA_10	Char
RFA_11	Char
RFA_12	Char
RFA_13	Char
RFA_14	Char
RFA_15	Char
RFA_16	Char
RFA_17	Char
RFA_18	Char
RFA_19	Char
RFA_20	Char
RFA_21	Char
RFA_22	Char
RFA_23	Char
RFA_24	Char
CARDPROM	Num
MAXADATE	Num
NUMPROM	Num
CARDPM12	Num
NUMPRM12	Num
RDATE_3	Num
RDATE_4	Num
RDATE_5	Num
RDATE_6	Num
RDATE_7	Num
RDATE_8	Num
RDATE_9	Num
RDATE_10	Num
RDATE_11	Num
RDATE_12	Num
RDATE_13	Num
RDATE_14	Num
RDATE_15	Num
RDATE_16	Num
RDATE_17	Num
RDATE_18	Num
RDATE_19	Num
RDATE_20	Num
RDATE_21	Num
RDATE_22	Num
RDATE_23	Num
RDATE_24	Num
RAMNT_3	Num
RAMNT_4	Num
RAMNT_5	Num
RAMNT_6	Num
RAMNT_7	Num
RAMNT_8	Num
RAMNT_9	Num
RAMNT_10	Num
RAMNT_11	Num
RAMNT_12	Num
RAMNT_13	Num
RAMNT_14	Num
RAMNT_15	Num
RAMNT_16	Num
RAMNT_17	Num
RAMNT_18	Num
RAMNT_19	Num
RAMNT_20	Num
RAMNT_21	Num
RAMNT_22	Num
RAMNT_23	Num
RAMNT_24	Num
RAMNTALL	Num
NGIFTALL	Num
CARDGIFT	Num
MINRAMNT	Num
MINRDATE	Num
MAXRAMNT	Num
MAXRDATE	Num
LASTGIFT	Num
LASTDATE	Num
FISTDATE	Num
NEXTDATE	Num
TIMELAG	Num
AVGGIFT	Num
CONTROLN	Num
TARGET_B	Num
TARGET_D	Num
HPHONE_D	Num
RFA_2R	Char
RFA_2F	Char
RFA_2A	Char
MDMAUD_R	Char
MDMAUD_F	Char
MDMAUD_A	Char
CLUSTER2	Num
GEOCODE2	Char
