DATE,VALUE
1965-04-01,32.700
1965-05-01,32.700
1965-06-01,32.700
1965-07-01,32.700
1965-08-01,32.700
1965-09-01,32.800
1965-10-01,32.800
1965-11-01,32.900
1965-12-01,33.000
1966-01-01,33.000
1966-02-01,33.100
1966-03-01,33.100
1966-04-01,33.300
1966-05-01,33.400
1966-06-01,33.500
1966-07-01,33.600
1966-08-01,33.700
1966-09-01,33.800
1966-10-01,34.000
1966-11-01,34.000
1966-12-01,34.100
1967-01-01,34.200
1967-02-01,34.200
1967-03-01,34.300
1967-04-01,34.400
1967-05-01,34.500
1967-06-01,34.600
1967-07-01,34.700
1967-08-01,34.900
1967-09-01,35.000
1967-10-01,35.100
1967-11-01,35.200
1967-12-01,35.400
1968-01-01,35.500
1968-02-01,35.700
1968-03-01,35.800
1968-04-01,35.900
1968-05-01,36.000
1968-06-01,36.200
1968-07-01,36.400
1968-08-01,36.500
1968-09-01,36.700
1968-10-01,36.900
1968-11-01,37.100
1968-12-01,37.200
1969-01-01,37.300
1969-02-01,37.600
1969-03-01,37.800
1969-04-01,38.100
1969-05-01,38.100
1969-06-01,38.300
1969-07-01,38.500
1969-08-01,38.700
1969-09-01,38.900
1969-10-01,39.100
1969-11-01,39.200
1969-12-01,39.400
1970-01-01,39.600
1970-02-01,39.800
1970-03-01,40.100
1970-04-01,40.400
1970-05-01,40.500
1970-06-01,40.800
1970-07-01,40.900
1970-08-01,41.100
1970-09-01,41.300
1970-10-01,41.500
1970-11-01,41.800
1970-12-01,42.000
1971-01-01,42.100
1971-02-01,42.200
1971-03-01,42.200
1971-04-01,42.400
1971-05-01,42.600
1971-06-01,42.800
1971-07-01,42.900
1971-08-01,43.000
1971-09-01,43.000
1971-10-01,43.100
1971-11-01,43.200
1971-12-01,43.300
1972-01-01,43.500
1972-02-01,43.600
1972-03-01,43.600
1972-04-01,43.800
1972-05-01,43.900
1972-06-01,44.000
1972-07-01,44.100
1972-08-01,44.300
1972-09-01,44.300
1972-10-01,44.400
1972-11-01,44.400
1972-12-01,44.600
1973-01-01,44.600
1973-02-01,44.800
1973-03-01,45.000
1973-04-01,45.100
1973-05-01,45.300
1973-06-01,45.400
1973-07-01,45.500
1973-08-01,45.700
1973-09-01,46.000
1973-10-01,46.300
1973-11-01,46.500
1973-12-01,46.700
1974-01-01,46.900
1974-02-01,47.200
1974-03-01,47.600
1974-04-01,47.900
1974-05-01,48.500
1974-06-01,49.000
1974-07-01,49.500
1974-08-01,50.200
1974-09-01,50.700
1974-10-01,51.200
1974-11-01,51.600
1974-12-01,52.000
1975-01-01,52.300
1975-02-01,52.800
1975-03-01,53.000
1975-04-01,53.300
1975-05-01,53.500
1975-06-01,53.800
1975-07-01,54.000
1975-08-01,54.200
1975-09-01,54.500
1975-10-01,54.800
1975-11-01,55.200
1975-12-01,55.500
1976-01-01,55.900
1976-02-01,56.200
1976-03-01,56.500
1976-04-01,56.700
1976-05-01,57.000
1976-06-01,57.200
1976-07-01,57.600
1976-08-01,57.900
1976-09-01,58.200
1976-10-01,58.500
1976-11-01,58.700
1976-12-01,58.900
1977-01-01,59.300
1977-02-01,59.700
1977-03-01,60.000
1977-04-01,60.300
1977-05-01,60.600
1977-06-01,61.000
1977-07-01,61.200
1977-08-01,61.500
1977-09-01,61.800
1977-10-01,62.000
1977-11-01,62.300
1977-12-01,62.700
1978-01-01,63.100
1978-02-01,63.400
1978-03-01,63.800
1978-04-01,64.300
1978-05-01,64.700
1978-06-01,65.200
1978-07-01,65.600
1978-08-01,66.100
1978-09-01,66.700
1978-10-01,67.200
1978-11-01,67.600
1978-12-01,68.000
1979-01-01,68.500
1979-02-01,69.200
1979-03-01,69.800
1979-04-01,70.300
1979-05-01,70.800
1979-06-01,71.300
1979-07-01,71.900
1979-08-01,72.700
1979-09-01,73.300
1979-10-01,74.000
1979-11-01,74.800
1979-12-01,75.700
1980-01-01,76.700
1980-02-01,77.500
1980-03-01,78.600
1980-04-01,79.500
1980-05-01,80.100
1980-06-01,81.000
1980-07-01,80.800
1980-08-01,81.300
1980-09-01,82.100
1980-10-01,83.000
1980-11-01,83.900
1980-12-01,84.900
1981-01-01,85.400
1981-02-01,85.900
1981-03-01,86.400
1981-04-01,87.000
1981-05-01,87.800
1981-06-01,88.600
1981-07-01,89.800
1981-08-01,90.700
1981-09-01,91.800
1981-10-01,92.100
1981-11-01,92.500
1981-12-01,93.000
1982-01-01,93.300
1982-02-01,93.800
1982-03-01,93.900
1982-04-01,94.700
1982-05-01,95.400
1982-06-01,96.100
1982-07-01,96.700
1982-08-01,97.100
1982-09-01,97.200
1982-10-01,97.500
1982-11-01,97.300
1982-12-01,97.200
1983-01-01,97.600
1983-02-01,98.000
1983-03-01,98.200
1983-04-01,98.600
1983-05-01,98.900
1983-06-01,99.200
1983-07-01,99.800
1983-08-01,100.100
1983-09-01,100.500
1983-10-01,101.000
1983-11-01,101.500
1983-12-01,101.800
1984-01-01,102.500
1984-02-01,102.800
1984-03-01,103.200
1984-04-01,103.700
1984-05-01,104.100
1984-06-01,104.500
1984-07-01,105.000
1984-08-01,105.400
1984-09-01,105.800
1984-10-01,106.200
1984-11-01,106.400
1984-12-01,106.800
1985-01-01,107.100
1985-02-01,107.700
1985-03-01,108.100
1985-04-01,108.400
1985-05-01,108.800
1985-06-01,109.100
1985-07-01,109.400
1985-08-01,109.800
1985-09-01,110.000
1985-10-01,110.500
1985-11-01,111.100
1985-12-01,111.400
1986-01-01,111.900
1986-02-01,112.200
1986-03-01,112.500
1986-04-01,112.900
1986-05-01,113.100
1986-06-01,113.400
1986-07-01,113.800
1986-08-01,114.200
1986-09-01,114.600
1986-10-01,115.000
1986-11-01,115.300
1986-12-01,115.600
1987-01-01,115.900
1987-02-01,116.200
1987-03-01,116.600
1987-04-01,117.300
1987-05-01,117.700
1987-06-01,117.900
1987-07-01,118.300
1987-08-01,118.700
1987-09-01,119.200
1987-10-01,119.800
1987-11-01,120.100
1987-12-01,120.400
1988-01-01,120.900
1988-02-01,121.200
1988-03-01,121.700
1988-04-01,122.300
1988-05-01,122.700
1988-06-01,123.200
1988-07-01,123.600
1988-08-01,124.000
1988-09-01,124.700
1988-10-01,125.200
1988-11-01,125.600
1988-12-01,126.000
1989-01-01,126.500
1989-02-01,126.900
1989-03-01,127.400
1989-04-01,127.800
1989-05-01,128.300
1989-06-01,128.800
1989-07-01,129.200
1989-08-01,129.500
1989-09-01,129.900
1989-10-01,130.600
1989-11-01,131.100
1989-12-01,131.600
1990-01-01,132.100
1990-02-01,132.700
1990-03-01,133.500
1990-04-01,134.000
1990-05-01,134.400
1990-06-01,135.100
1990-07-01,135.800
1990-08-01,136.600
1990-09-01,137.100
1990-10-01,137.600
1990-11-01,138.000
1990-12-01,138.600
1991-01-01,139.500
1991-02-01,140.200
1991-03-01,140.500
1991-04-01,140.900
1991-05-01,141.300
1991-06-01,141.800
1991-07-01,142.300
1991-08-01,142.900
1991-09-01,143.400
1991-10-01,143.700
1991-11-01,144.200
1991-12-01,144.700
1992-01-01,145.100
1992-02-01,145.400
1992-03-01,145.900
1992-04-01,146.300
1992-05-01,146.800
1992-06-01,147.100
1992-07-01,147.600
1992-08-01,147.900
1992-09-01,148.100
1992-10-01,148.800
1992-11-01,149.200
1992-12-01,149.600
1993-01-01,150.100
1993-02-01,150.600
1993-03-01,150.800
1993-04-01,151.400
1993-05-01,151.800
1993-06-01,152.100
1993-07-01,152.300
1993-08-01,152.800
1993-09-01,152.900
1993-10-01,153.400
1993-11-01,153.900
1993-12-01,154.300
1994-01-01,154.500
1994-02-01,154.800
1994-03-01,155.300
1994-04-01,155.500
1994-05-01,155.900
1994-06-01,156.400
1994-07-01,156.700
1994-08-01,157.100
1994-09-01,157.500
1994-10-01,157.800
1994-11-01,158.200
1994-12-01,158.300
1995-01-01,159.000
1995-02-01,159.400
1995-03-01,159.900
1995-04-01,160.400
1995-05-01,160.700
1995-06-01,161.100
1995-07-01,161.400
1995-08-01,161.800
1995-09-01,162.200
1995-10-01,162.700
1995-11-01,163.000
1995-12-01,163.100
1996-01-01,163.700
1996-02-01,164.000
1996-03-01,164.400
1996-04-01,164.600
1996-05-01,165.000
1996-06-01,165.400
1996-07-01,165.700
1996-08-01,166.000
1996-09-01,166.500
1996-10-01,166.800
1996-11-01,167.200
1996-12-01,167.400
1997-01-01,167.800
1997-02-01,168.100
1997-03-01,168.400
1997-04-01,168.900
1997-05-01,169.200
1997-06-01,169.400
1997-07-01,169.700
1997-08-01,169.800
1997-09-01,170.200
1997-10-01,170.600
1997-11-01,170.800
1997-12-01,171.200
1998-01-01,171.600
1998-02-01,171.900
1998-03-01,172.200
1998-04-01,172.500
1998-05-01,172.900
1998-06-01,173.200
1998-07-01,173.500
1998-08-01,174.000
1998-09-01,174.200
1998-10-01,174.400
1998-11-01,174.800
1998-12-01,175.400
1999-01-01,175.600
1999-02-01,175.600
1999-03-01,175.700
1999-04-01,176.300
1999-05-01,176.500
1999-06-01,176.600
1999-07-01,177.100
1999-08-01,177.300
1999-09-01,177.800
1999-10-01,178.100
1999-11-01,178.400
1999-12-01,178.700
2000-01-01,179.300
2000-02-01,179.400
2000-03-01,180.000
2000-04-01,180.300
2000-05-01,180.700
2000-06-01,181.100
2000-07-01,181.500
2000-08-01,181.900
2000-09-01,182.300
2000-10-01,182.600
2000-11-01,183.100
2000-12-01,183.300
2001-01-01,183.900
2001-02-01,184.400
2001-03-01,184.700
2001-04-01,185.100
2001-05-01,185.300
2001-06-01,186.000
2001-07-01,186.400
2001-08-01,186.700
2001-09-01,187.100
2001-10-01,187.400
2001-11-01,188.100
2001-12-01,188.400
2002-01-01,188.700
2002-02-01,189.100
2002-03-01,189.200
2002-04-01,189.700
2002-05-01,190.000
2002-06-01,190.200
2002-07-01,190.500
2002-08-01,191.100
2002-09-01,191.300
2002-10-01,191.500
2002-11-01,191.900
2002-12-01,192.100
2003-01-01,192.400
2003-02-01,192.500
2003-03-01,192.500
2003-04-01,192.500
2003-05-01,192.900
2003-06-01,193.000
2003-07-01,193.400
2003-08-01,193.600
2003-09-01,193.700
2003-10-01,194.000
2003-11-01,194.000
2003-12-01,194.200
2004-01-01,194.600
2004-02-01,194.900
2004-03-01,195.500
2004-04-01,195.900
2004-05-01,196.200
2004-06-01,196.600
2004-07-01,196.800
2004-08-01,196.900
2004-09-01,197.500
2004-10-01,197.900
2004-11-01,198.300
2004-12-01,198.600
2005-01-01,199.000
2005-02-01,199.400
2005-03-01,200.100
2005-04-01,200.200
2005-05-01,200.500
2005-06-01,200.600
2005-07-01,200.900
2005-08-01,201.100
2005-09-01,201.300
2005-10-01,202.000
2005-11-01,202.500
2005-12-01,202.800
2006-01-01,203.200
2006-02-01,203.600
2006-03-01,204.300
2006-04-01,204.800
2006-05-01,205.400
2006-06-01,205.900
2006-07-01,206.300
2006-08-01,206.800
2006-09-01,207.200
2006-10-01,207.600
2006-11-01,207.800
2006-12-01,208.100
2007-01-01,208.600
2007-02-01,209.135
2007-03-01,209.418
2007-04-01,209.747
2007-05-01,210.058
2007-06-01,210.392
2007-07-01,210.773
2007-08-01,211.119
2007-09-01,211.554
2007-10-01,212.077
2007-11-01,212.660
2007-12-01,213.168
2008-01-01,213.771
2008-02-01,213.939
2008-03-01,214.420
2008-04-01,214.560
2008-05-01,214.936
2008-06-01,215.424
2008-07-01,215.965
2008-08-01,216.393
2008-09-01,216.713
2008-10-01,216.788
2008-11-01,216.947
2008-12-01,216.925
2009-01-01,217.346
2009-02-01,217.792
2009-03-01,218.253
2009-04-01,218.706
2009-05-01,218.904
2009-06-01,219.112
2009-07-01,219.263
2009-08-01,219.496
2009-09-01,219.920
2009-10-01,220.501
2009-11-01,220.666
2009-12-01,220.881
2010-01-01,220.543
2010-02-01,220.662
2010-03-01,220.753
2010-04-01,220.817
2010-05-01,221.026
2010-06-01,221.259
2010-07-01,221.456
2010-08-01,221.601
2010-09-01,221.711
2010-10-01,221.818
2010-11-01,222.108
2010-12-01,222.288
2011-01-01,222.651
2011-02-01,223.082
2011-03-01,223.407
2011-04-01,223.784
2011-05-01,224.344
2011-06-01,224.846
2011-07-01,225.328
2011-08-01,225.899
2011-09-01,226.091
2011-10-01,226.476
2011-11-01,226.911
2011-12-01,227.265
2012-01-01,227.728
2012-02-01,227.926
2012-03-01,228.444
2012-04-01,228.966
2012-05-01,229.385
2012-06-01,229.827
2012-07-01,230.070
2012-08-01,230.228
2012-09-01,230.596
2012-10-01,231.007
2012-11-01,231.325
2012-12-01,231.562
2013-01-01,232.084
2013-02-01,232.496
2013-03-01,232.766
2013-04-01,232.909
2013-05-01,233.230
2013-06-01,233.581
2013-07-01,233.971
2013-08-01,234.294
2013-09-01,234.603
2013-10-01,234.893
2013-11-01,235.304
2013-12-01,235.542
2014-01-01,235.843
2014-02-01,236.122
2014-03-01,236.604
2014-04-01,237.163
2014-05-01,237.776
2014-06-01,238.083
2014-07-01,238.311
2014-08-01,238.345
2014-09-01,238.677
