DATE,VALUE
1995-04-01,71.0925
1995-05-01,71.3036
1995-06-01,71.5868
1995-07-01,71.2946
1995-08-01,72.2460
1995-09-01,72.5149
1995-10-01,72.4092
1995-11-01,72.5899
1995-12-01,72.8672
1996-01-01,72.3857
1996-02-01,73.5162
1996-03-01,73.4143
1996-04-01,74.0513
1996-05-01,74.5812
1996-06-01,75.2056
1996-07-01,75.0578
1996-08-01,75.5237
1996-09-01,76.0082
1996-10-01,75.9507
1996-11-01,76.6062
1996-12-01,77.0862
1997-01-01,77.2068
1997-02-01,78.1421
1997-03-01,78.6905
1997-04-01,78.7482
1997-05-01,79.2425
1997-06-01,79.6340
1997-07-01,80.3148
1997-08-01,81.0985
1997-09-01,81.8177
1997-10-01,82.5500
1997-11-01,83.2814
1997-12-01,83.5471
1998-01-01,83.9719
1998-02-01,84.0422
1998-03-01,84.1094
1998-04-01,84.4020
1998-05-01,84.9233
1998-06-01,84.3698
1998-07-01,84.0508
1998-08-01,85.7994
1998-09-01,85.5797
1998-10-01,86.2410
1998-11-01,86.2060
1998-12-01,86.5085
1999-01-01,86.9117
1999-02-01,87.3052
1999-03-01,87.4728
1999-04-01,87.6419
1999-05-01,88.3165
1999-06-01,88.1778
1999-07-01,88.7370
1999-08-01,89.0973
1999-09-01,88.7815
1999-10-01,89.9689
1999-11-01,90.4104
1999-12-01,91.1008
2000-01-01,91.1343
2000-02-01,91.4065
2000-03-01,91.7982
2000-04-01,92.4720
2000-05-01,92.6710
2000-06-01,92.7438
2000-07-01,92.6345
2000-08-01,92.3191
2000-09-01,92.6699
2000-10-01,92.3486
2000-11-01,92.3421
2000-12-01,92.0670
2001-01-01,91.3956
2001-02-01,90.8272
2001-03-01,90.5589
2001-04-01,90.2884
2001-05-01,89.6315
2001-06-01,89.0366
2001-07-01,88.5620
2001-08-01,88.3842
2001-09-01,88.0735
2001-10-01,87.6361
2001-11-01,87.1612
2001-12-01,87.1764
2002-01-01,87.7152
2002-02-01,87.7275
2002-03-01,88.4132
2002-04-01,88.8118
2002-05-01,89.1944
2002-06-01,90.0487
2002-07-01,89.8366
2002-08-01,89.8543
2002-09-01,89.9448
2002-10-01,89.6630
2002-11-01,90.1208
2002-12-01,89.6894
2003-01-01,90.2943
2003-02-01,90.5477
2003-03-01,90.3587
2003-04-01,89.6553
2003-05-01,89.6978
2003-06-01,89.7318
2003-07-01,90.2652
2003-08-01,90.0358
2003-09-01,90.5492
2003-10-01,90.6137
2003-11-01,91.3041
2003-12-01,91.2014
2004-01-01,91.4431
2004-02-01,91.9245
2004-03-01,91.4496
2004-04-01,91.7958
2004-05-01,92.4943
2004-06-01,91.7493
2004-07-01,92.4549
2004-08-01,92.4832
2004-09-01,92.5476
2004-10-01,93.4371
2004-11-01,93.6306
2004-12-01,94.2703
2005-01-01,94.7136
2005-02-01,95.3245
2005-03-01,95.2402
2005-04-01,95.3681
2005-05-01,95.5331
2005-06-01,95.9120
2005-07-01,95.7242
2005-08-01,95.8708
2005-09-01,93.9661
2005-10-01,95.1806
2005-11-01,96.1177
2005-12-01,96.6690
2006-01-01,96.7856
2006-02-01,96.8261
2006-03-01,97.0742
2006-04-01,97.4400
2006-05-01,97.3002
2006-06-01,97.6752
2006-07-01,97.6870
2006-08-01,98.0138
2006-09-01,97.8423
2006-10-01,97.8060
2006-11-01,97.6811
2006-12-01,98.6347
2007-01-01,98.1696
2007-02-01,99.2354
2007-03-01,99.3706
2007-04-01,100.0920
2007-05-01,100.1357
2007-06-01,100.1295
2007-07-01,100.1757
2007-08-01,100.3027
2007-09-01,100.6868
2007-10-01,100.1968
2007-11-01,100.7645
2007-12-01,100.7407
2008-01-01,100.4921
2008-02-01,100.2213
2008-03-01,99.9541
2008-04-01,99.2345
2008-05-01,98.7761
2008-06-01,98.5790
2008-07-01,98.0964
2008-08-01,96.5934
2008-09-01,92.5289
2008-10-01,93.3148
2008-11-01,92.1210
2008-12-01,89.5075
2009-01-01,87.5382
2009-02-01,86.9117
2009-03-01,85.6157
2009-04-01,84.9483
2009-05-01,84.0497
2009-06-01,83.7320
2009-07-01,84.5670
2009-08-01,85.3735
2009-09-01,85.9988
2009-10-01,86.3075
2009-11-01,86.6403
2009-12-01,86.9300
2010-01-01,87.9900
2010-02-01,88.2232
2010-03-01,88.8923
2010-04-01,89.2429
2010-05-01,90.6351
2010-06-01,90.8407
2010-07-01,91.4132
2010-08-01,91.6730
2010-09-01,91.9146
2010-10-01,91.6296
2010-11-01,91.8108
2010-12-01,92.5893
2011-01-01,92.6124
2011-02-01,92.1015
2011-03-01,93.0194
2011-04-01,92.5816
2011-05-01,92.8754
2011-06-01,93.0939
2011-07-01,93.6897
2011-08-01,94.1465
2011-09-01,94.2426
2011-10-01,94.7279
2011-11-01,94.8324
2011-12-01,95.1997
2012-01-01,96.0150
2012-02-01,96.3750
2012-03-01,96.0067
2012-04-01,96.7966
2012-05-01,97.1123
2012-06-01,97.1618
2012-07-01,97.7061
2012-08-01,97.1146
2012-09-01,97.3865
2012-10-01,97.3111
2012-11-01,98.2597
2012-12-01,98.3571
2013-01-01,98.4084
2013-02-01,99.0438
2013-03-01,99.4880
2013-04-01,99.3112
2013-05-01,99.4162
2013-06-01,99.6083
2013-07-01,99.4432
2013-08-01,99.9987
2013-09-01,100.7177
2013-10-01,100.8190
2013-11-01,101.3750
2013-12-01,101.5572
2014-01-01,101.3061
2014-02-01,102.2567
2014-03-01,103.1059
2014-04-01,103.1885
2014-05-01,103.6619
2014-06-01,103.9503
2014-07-01,104.1916
2014-08-01,104.0187
2014-09-01,105.0728
