date, totvol
2012021614, 1302199
2012021615, 1143642
2012021616, 1323974
2012021617, 1214583
2012021618, 1154158
2012021619, 1181439
2012021620, 1242134
2012021621, 1327920
2012021622, 1384896
2012021623, 1366500
2012021700, 1344863
2012021701, 1329689
2012021702, 1350567
2012021703, 1339337
2012021704, 1189958
2012021705, 974617
2012021706, 841963
2012021707, 733235
2012021708, 653159
2012021709, 683535
2012021710, 744016
2012021711, 972412
2012021712, 1128788
2012021713, 1291557
2012021714, 1445147
2012021715, 1506255
2012021716, 1424962
2012021717, 1279113
2012021718, 1172609
2012021719, 1133528
2012021720, 1169645
2012021721, 1193291
2012021722, 1238767
2012021723, 1242474
2012021800, 1214734
2012021801, 1184382
2012021802, 1212529
2012021803, 1216968
2012021804, 1122116
2012021805, 993223
2012021806, 605748
2012021807, 744052
2012021808, 712929
2012021809, 714548
2012021810, 768566
2012021811, 863587
2012021812, 1029027
2012021813, 1188885
2012021814, 1360904
2012021815, 1451020
2012021816, 1410650
2012021817, 1387144
2012021818, 1324317
2012021819, 1238270
2012021820, 1189240
2012021821, 1126334
2012021822, 1120060
2012021823, 1174000
2012021900, 1164080
2012021901, 1170055
2012021902, 1191798
2012021903, 1207517
2012021904, 1159224
2012021905, 1073406
2012021906, 928859
2012021907, 801999
2012021908, 761768
2012021909, 741510
2012021910, 788436
2012021911, 887442
2012021912, 1021709
2012021913, 1176789
2012021914, 1333609
2012021915, 1412787
2012021916, 1335179
2012021917, 1276330
2012021918, 1267782
2012021919, 1220204
2012021920, 1260697
2012021921, 1240779
2012021922, 1290222
2012021923, 1253614
2012022000, 1204245
2012022001, 1235834
2012022002, 1273734
2012022003, 1319355
2012022004, 1207608
2012022005, 1065337
2012022006, 926454
2012022007, 813860
2012022008, 749136
2012022009, 734099
2012022010, 784075
2012022011, 890640
2012022012, 1010661
2012022013, 1187989
2012022014, 1379366
2012022015, 1442523
2012022016, 1424540
2012022017, 1360140
2012022018, 1296428
2012022019, 1269500
2012022020, 1271498
2012022021, 1311668
2012022022, 1340699
2012022023, 1306571
2012022100, 1266210
2012022101, 1349468
2012022102, 1410950
2012022103, 1436773
2012022104, 1288618
2012022105, 1061130
2012022106, 874209
2012022107, 767781
2012022108, 725387
2012022109, 722609
2012022110, 781169
2012022111, 919663
2012022112, 1096443
2012022113, 1257185
2012022114, 1438967
2012022115, 1459040
2012022116, 1388867
2012022117, 1309476
2012022118, 1260228
2012022119, 1279313
2012022120, 1478138
2012022121, 1495783
2012022122, 1419974
2012022123, 1395967
2012022200, 1367836
2012022201, 1444718
2012022202, 1485082
2012022203, 1485980
2012022204, 1297894
2012022205, 1040130
2012022206, 869508
2012022207, 760462
2012022208, 711518
2012022209, 715283
2012022210, 788279
2012022211, 928118
2012022212, 1123126
2012022213, 1321388
2012022214, 1469866
2012022215, 1493600
2012022216, 1415139
2012022217, 1301559
2012022218, 1259424
2012022219, 1235336
2012022220, 1283340
2012022221, 1314561
2012022222, 1401273
2012022223, 1410833
2012022300, 1423850
2012022301, 1449741
2012022302, 1470069
2012022303, 1420410
2012022304, 1276169
2012022305, 1070162
2012022306, 886339
2012022307, 774510
2012022308, 731196
2012022309, 731803
2012022310, 747574
2012022311, 926707
2012022312, 1140119
2012022313, 1292838
2012022314, 1432758
2012022315, 1480911
2012022316, 1399669
2012022317, 1304979
2012022318, 1206514
2012022319, 1192871
2012022320, 1281419
2012022321, 1360790
2012022322, 1448035
2012022323, 1422781
2012022400, 1412128
2012022401, 1438709
2012022402, 1456248
2012022403, 1406806
2012022404, 1251924
2012022405, 1035620
2012022406, 862895
2012022407, 763708
2012022408, 735615
2012022409, 747764
2012022410, 819516
2012022411, 969351
2012022412, 1141127
2012022413, 1325622
2012022414, 1480207
2012022415, 1470016
2012022416, 1517867
2012022417, 1458733
2012022418, 1227389
2012022419, 1174068
2012022420, 1229587
2012022421, 1267014
2012022422, 1316974
2012022423, 1320789
2012022500, 1307076
2012022501, 1343149
2012022502, 1334018
2012022503, 1307576
2012022504, 1307323
2012022505, 1165876
2012022506, 893634
2012022507, 795642
2012022508, 761055
2012022509, 774402
2012022510, 802552
2012022511, 876934
2012022512, 1014070
2012022513, 1192558
2012022514, 1380372
2012022515, 1494718
2012022516, 1468231
2012022517, 1404700
2012022518, 1273856
2012022519, 1218626
2012022520, 1199481
2012022521, 1176028
2012022522, 1203466
2012022523, 1261337
2012022600, 1235289
2012022601, 1291752
2012022602, 1365339
2012022603, 1466607
2012022604, 1308846
2012022605, 1134181
2012022606, 976222
2012022607, 842537
2012022608, 804717
2012022609, 774166
2012022610, 817918
2012022611, 901381
2012022612, 774912
2012022613, 1097155
2012022614, 1430404
2012022615, 1514105
2012022616, 1391876
2012022617, 1326019
2012022618, 1285184
2012022619, 1282410
2012022620, 1336181
2012022621, 1361850
2012022622, 1413700
2012022623, 1398037
2012022700, 1527777
2012022701, 1304508
2012022702, 1272865
2012022703, 1307350
2012022704, 1334274
2012022705, 1031536
2012022706, 858472
2012022707, 756587
2012022708, 701605
2012022709, 725021
2012022710, 774291
2012022711, 922604
2012022712, 1100163
2012022713, 1268518
2012022714, 1364040
2012022715, 1406293
2012022716, 1361180
2012022717, 1266350
2012022718, 1182017
2012022719, 1186959
2012022720, 1261745
2012022721, 1353480
2012022722, 1440143
2012022723, 1453418
2012022800, 1403242
2012022801, 1442070
2012022802, 1320481
2012022803, 1337436
2012022804, 1232557
2012022805, 1015912
2012022806, 812024
2012022807, 858090
2012022808, 1211391
2012022809, 709538
2012022810, 780091
2012022811, 923580
2012022812, 1111031
2012022813, 1250156
2012022814, 1373906
2012022815, 1407129
2012022816, 1363480
2012022817, 1275590
2012022818, 1041822
2012022819, 1199202
2012022820, 1266813
2012022821, 1340874
2012022822, 1433894
2012022823, 1442290
2012022900, 1370222
2012022901, 1422810
2012022902, 1317367
2012022903, 1323790
2012022904, 1252704
2012022905, 1005451
2012022906, 828448
2012022907, 728387
2012022908, 730389
2012022909, 767568
2012022910, 833477
2012022911, 995454
2012022912, 1200049
2012022913, 1338113
2012022914, 235892
2012022915, 30326
2012022916, 38435
2012022917, 38206
2012022918, 36984
2012022919, 37548
2012022920, 34895
2012022921, 43651
2012022922, 57828
2012022923, 168416
2012030100, 944762
2012030101, 1339447
2012030102, 1345822
2012030103, 1374797
2012030104, 1129997
2012030105, 1020015
2012030106, 841417
2012030107, 748868
2012030108, 713660
2012030109, 734299
2012030110, 799879
2012030111, 951362
2012030112, 1153268
2012030113, 1300220
2012030114, 1396119
2012030115, 1445668
2012030116, 1397732
2012030117, 1348392
2012030118, 1205134
2012030119, 1182609
2012030120, 1254042
2012030121, 1361494
2012030122, 1411351
2012030123, 1298451
2012030200, 1286723
2012030201, 1263905
2012030202, 1385125
2012030203, 1208786
2012030204, 1184263
2012030205, 967889
2012030206, 824990
2012030207, 753051
2012030208, 728068
2012030209, 748316
2012030210, 811200
2012030211, 968696
2012030212, 1137842
2012030213, 915226
2012030214, 1332109
2012030215, 1451807
2012030216, 1419748
2012030217, 1301468
2012030218, 1185805
2012030219, 1161194
2012030220, 1228443
2012030221, 1312521
2012030222, 1356721
2012030223, 1353438
2012030300, 1324443
2012030301, 1317769
2012030302, 1357717
2012030303, 1353005
2012030304, 1235990
2012030305, 1062317
2012030306, 876441
2012030307, 767684
2012030308, 745479
2012030309, 764494
2012030310, 816800
2012030311, 900781
2012030312, 1037149
2012030313, 1244376
2012030314, 1407286
2012030315, 1258100
2012030316, 1209530
2012030317, 1243373
2012030318, 1211391
2012030319, 1227732
2012030320, 1206450
2012030321, 1188189
2012030322, 1218615
2012030323, 1279624
2012030400, 1278335
2012030401, 1276495
2012030402, 1294947
2012030403, 1250033
2012030404, 1167752
2012030405, 1151028
2012030406, 978177
2012030407, 855518
2012030408, 809201
2012030409, 798875
2012030410, 833440
2012030411, 922055
2012030412, 1034171
2012030413, 1231962
2012030414, 1435206
2012030415, 1422251
2012030416, 1288603
2012030417, 1446440
2012030418, 1418314
2012030419, 1417515
2012030420, 1360260
2012030421, 1274141
2012030422, 1403304
2012030423, 1240038
2012030500, 1352821
2012030501, 1264051
2012030502, 1365434
2012030503, 1238004
2012030504, 1242629
2012030505, 1019927
2012030506, 875346
2012030507, 760310
2012030508, 721701
2012030509, 738668
2012030510, 796991
2012030511, 955955
2012030512, 1135435
2012030513, 1284519
2012030514, 1411900
2012030515, 1447094
2012030516, 1411451
2012030517, 1310095
2012030518, 1248889
2012030519, 1254727
2012030520, 1230896
2012030521, 1410903
2012030522, 1266953
2012030523, 1301092
2012030600, 1381904
2012030601, 1284898
2012030602, 1313323
2012030603, 1338628
2012030604, 1210133
2012030605, 1002138
2012030606, 857488
2012030607, 762540
2012030608, 714386
2012030609, 724516
2012030610, 780335
2012030611, 935290
2012030612, 1140268
2012030613, 1286309
2012030614, 1414781
2012030615, 1449366
2012030616, 1373985
2012030617, 1290425
2012030618, 1253568
2012030619, 1237886
2012030620, 1364131
2012030621, 1300851
2012030622, 1298043
2012030623, 1312042
2012030700, 1272540
2012030701, 1307468
2012030702, 1336865
2012030703, 1201116
2012030704, 1175718
2012030705, 1004651
2012030706, 866105
2012030707, 786735
2012030708, 725866
2012030709, 744194
2012030710, 830326
2012030711, 966200
2012030712, 1152605
2012030713, 1253455
2012030714, 1229034
2012030715, 1001511
2012030716, 1040765
2012030717, 1046570
2012030718, 1016740
2012030719, 1036725
2012030720, 1053750
2012030721, 971954
2012030722, 919401
2012030723, 996372
2012030800, 935468
2012030801, 945131
2012030802, 946666
2012030803, 991195
2012030804, 1019532
2012030805, 970946
2012030806, 841213
2012030807, 763810
2012030808, 730207
2012030809, 744376
2012030810, 806952
2012030811, 950684
2012030812, 1153949
2012030813, 1307686
2012030814, 1202110
2012030815, 933263
2012030816, 1003068
2012030817, 1035136
2012030818, 1001439
2012030819, 999275
2012030820, 1058518
2012030821, 1032726
2012030822, 977123
2012030823, 213888
2012030900, 350080
2012030901, 877744
2012030902, 971148
2012030903, 946380
2012030904, 922595
2012030905, 928195
2012030906, 854950
2012030907, 776872
2012030908, 746493
2012030909, 758263
2012030910, 817453
2012030911, 979616
2012030912, 1140060
2012030913, 1279166
2012030914, 1088459
2012030915, 1018431
2012030916, 1034716
2012030917, 959269
2012030918, 1006328
2012030919, 951883
2012030920, 909741
2012030921, 926818
2012030922, 963879
2012030923, 971157
2012031000, 1004732
2012031001, 877011
2012031002, 897141
2012031003, 926080
2012031004, 905122
2012031005, 891215
2012031006, 882085
2012031007, 789992
2012031008, 621587
2012031009, 696344
2012031010, 735665
2012031011, 828458
2012031012, 874026
2012031013, 947942
2012031014, 872062
2012031015, 882385
2012031016, 878982
2012031017, 1012422
2012031018, 920287
2012031019, 912211
2012031020, 927480
2012031021, 862275
2012031022, 968741
2012031023, 884021
2012031100, 877791
2012031101, 934231
2012031102, 885800
2012031103, 868453
2012031104, 926695
2012031105, 889717
2012031106, 837859
2012031107, 777911
2012031108, 741054
2012031109, 708679
2012031110, 788038
2012031111, 804266
2012031112, 893794
2012031113, 894548
2012031114, 916942
2012031115, 909382
2012031116, 946010
2012031117, 881188
2012031118, 880733
2012031119, 905253
2012031120, 904329
2012031121, 913621
2012031122, 869475
2012031123, 845407
2012031200, 895903
2012031201, 892759
2012031202, 844851
2012031203, 878255
2012031204, 811569
2012031205, 834857
2012031206, 785367
2012031207, 705320
2012031208, 663660
2012031209, 701569
2012031210, 812633
2012031211, 935392
2012031212, 1037424
2012031213, 1106873
2012031214, 987881
2012031215, 1077814
2012031216, 1053044
2012031217, 971712
2012031218, 967852
2012031219, 291449
2012031220, 25860
2012031221, 26911
2012031222, 25518
2012031223, 27773
2012031300, 27240
2012031301, 26409
2012031302, 27376
2012031303, 25846
2012031304, 25792
2012031305, 22053
2012031306, 22330
2012031307, 19784
2012031308, 18016
2012031309, 18368
2012031310, 21202
2012031311, 21329
2012031312, 25252
2012031313, 24039
2012031314, 26937
2012031315, 26754
2012031316, 24264
2012031317, 27030
2012031318, 27215
2012031319, 24158
2012031320, 993761
2012031321, 1007250
2012031322, 1022217
2012031323, 942571
2012031400, 926135
2012031401, 1004895
2012031402, 938603
2012031403, 939318
2012031404, 959205
2012031405, 955981
2012031406, 834700
2012031407, 737342
2012031408, 710680
2012031409, 778858
2012031410, 869930
2012031411, 1007475
2012031412, 1141758
2012031413, 1172039
2012031414, 1060599
2012031415, 964150
2012031416, 931865
2012031417, 1022706
2012031418, 1007831
2012031419, 934405
2012031420, 852445
2012031421, 919763
2012031422, 901740
2012031423, 868421
2012031500, 871494
2012031501, 866438
2012031502, 824909
2012031503, 850553
2012031504, 830859
2012031505, 808632
2012031506, 820991
2012031507, 737110
2012031508, 717202
2012031509, 745309
2012031510, 839438
2012031511, 994251
2012031512, 952166
2012031513, 1089043
2012031514, 1121830
2012031515, 1026235
2012031516, 981008
2012031517, 917688
2012031518, 946461
2012031519, 961618
2012031520, 901317
2012031521, 816339
2012031522, 888479
2012031523, 749963
2012031600, 794366
2012031601, 796430
2012031602, 775838
2012031603, 766022
2012031604, 785025
2012031605, 741609
2012031606, 836953
2012031607, 790868
2012031608, 748738
2012031609, 769622
2012031610, 872823
2012031611, 1053417
2012031612, 1177234
2012031613, 1193471
2012031614, 995251
2012031615, 1038374
2012031616, 1065839
2012031617, 1073225
2012031618, 1090114
2012031619, 1003531
2012031620, 940978
2012031621, 962813
2012031622, 942152
2012031623, 1012549
2012031700, 916449
2012031701, 932573
2012031702, 966411
2012031703, 1012637
2012031704, 900649
2012031705, 951673
2012031706, 860741
2012031707, 782233
2012031708, 764991
2012031709, 783379
2012031710, 833034
2012031711, 936301
2012031712, 1113945
2012031713, 1086756
2012031714, 1117651
2012031715, 1062254
2012031716, 1096043
2012031717, 1085505
2012031718, 1000853
2012031719, 1101825
2012031720, 1028946
2012031721, 1049824
2012031722, 1102765
2012031723, 1036252
2012031800, 1068124
2012031801, 1046025
2012031802, 999113
2012031803, 965594
2012031804, 900164
2012031805, 1005932
2012031806, 936782
2012031807, 843075
2012031808, 802533
2012031809, 809436
2012031810, 863364
2012031811, 974476
2012031812, 1025653
2012031813, 1047483
2012031814, 915214
2012031815, 1018610
2012031816, 950173
2012031817, 984077
2012031818, 913525
2012031819, 909733
2012031820, 943565
2012031821, 857404
2012031822, 969071
2012031823, 925308
2012031900, 931847
2012031901, 941114
2012031902, 969887
2012031903, 939432
2012031904, 884536
2012031905, 853488
2012031906, 854492
2012031907, 757126
2012031908, 718998
2012031909, 751649
2012031910, 863555
2012031911, 1045325
2012031912, 1187606
2012031913, 1248990
2012031914, 1164665
2012031915, 1081804
2012031916, 1067027
2012031917, 962646
2012031918, 994051
2012031919, 918850
2012031920, 973630
2012031921, 959348
2012031922, 993454
2012031923, 893243
2012032000, 933691
2012032001, 962795
2012032002, 937772
2012032003, 896285
2012032004, 896834
2012032005, 832774
2012032006, 812890
2012032007, 741810
2012032008, 718054
2012032009, 755614
2012032010, 877598
2012032011, 1083641
2012032012, 1210661
2012032013, 1337450
2012032014, 1172315
2012032015, 1005154
2012032016, 1063059
2012032017, 1030883
2012032018, 1006264
2012032019, 992882
2012032020, 934336
2012032021, 911862
2012032022, 971635
2012032023, 898902
2012032100, 943213
2012032101, 890065
2012032102, 884790
2012032103, 914518
2012032104, 825060
2012032105, 926813
2012032106, 821793
2012032107, 748185
2012032108, 724810
2012032109, 770451
2012032110, 888776
2012032111, 1083988
2012032112, 1131840
2012032113, 1057260
2012032114, 968962
2012032115, 1096944
2012032116, 1076618
2012032117, 1017349
2012032118, 911212
2012032119, 997718
2012032120, 1036215
2012032121, 938640
2012032122, 973939
2012032123, 937868
2012032200, 931394
2012032201, 927109
2012032202, 918779
2012032203, 868685
2012032204, 909929
2012032205, 885054
2012032206, 810055
2012032207, 739869
2012032208, 736745
2012032209, 781534
2012032210, 890797
2012032211, 998559
2012032212, 874132
2012032213, 924431
2012032214, 968102
2012032215, 1043043
2012032216, 989241
2012032217, 1098164
2012032218, 1050086
2012032219, 1062236
2012032220, 1106107
2012032221, 1094140
2012032222, 1003854
2012032317, 990641
2012032318, 1121743
2012032319, 1179413
2012032320, 1102060
2012032321, 1143983
2012032322, 1086010
2012032323, 1135117
2012032400, 1053266
2012032401, 1068095
2012032402, 1040122
2012032403, 1129021
2012032404, 1126918
2012032405, 1017179
2012032406, 867506
2012032407, 816192
2012032408, 799596
2012032409, 814088
2012032410, 844990
2012032411, 957254
2012032412, 1151002
2012032413, 1072639
2012032414, 1027585
2012032415, 1086022
2012032416, 1128969
2012032417, 1098104
2012032418, 1151662
2012032419, 1110932
2012032420, 1129836
2012032421, 1144951
2012032422, 1031203
2012032423, 1111878
2012032500, 1109096
2012032501, 1074999
2012032502, 1067612
2012032503, 999652
2012032504, 1048513
2012032505, 1064825
2012032506, 944743
2012032507, 850489
2012032508, 838809
2012032509, 842063
2012032510, 901957
2012032511, 1008710
2012032512, 1142954
2012032513, 1110027
2012032514, 1133062
2012032515, 1103765
2012032516, 1129695
2012032517, 1126586
2012032518, 1071337
2012032519, 1150575
2012032520, 1137885
2012032521, 1075560
2012032522, 1048189
2012032523, 1151693
2012032600, 1130335
2012032601, 1034701
2012032602, 1114935
2012032603, 1102831
2012032604, 1053224
2012032605, 1029533
2012032606, 858932
2012032607, 756858
2012032608, 718142
2012032609, 781711
2012032610, 900355
2012032611, 1080488
2012032612, 1010167
2012032613, 1087504
2012032614, 1088839
2012032615, 1145446
2012032616, 787156
2012032617, 1084589
2012032618, 1178333
2012032619, 1043951
2012032620, 1048378
2012032621, 1062711
2012032622, 1037540
2012032623, 1057645
2012032700, 1094727
2012032701, 1088771
2012032702, 1062348
2012032703, 1033396
2012032704, 1160259
2012032705, 993159
2012032706, 844774
2012032707, 763276
2012032708, 738677
2012032709, 781957
2012032710, 886592
2012032711, 1074012
2012032712, 1125138
2012032713, 1073760
2012032714, 1112576
2012032715, 1129758
2012032716, 1104996
2012032717, 1107601
2012032718, 1177640
2012032719, 1055831
2012032720, 1158655
2012032721, 1162888
2012032722, 1103494
2012032723, 1131411
2012032800, 1131822
2012032801, 1067833
2012032802, 1120356
2012032803, 1117522
2012032804, 1137996
2012032805, 959164
2012032806, 854620
2012032807, 763218
2012032808, 749237
2012032809, 792937
2012032810, 927431
2012032811, 1107138
2012032812, 1131854
2012032813, 1132765
2012032814, 1198250
2012032815, 1158219
2012032816, 1287539
2012032817, 1246358
2012032818, 1205458
2012032819, 1196185
2012032820, 1232130
2012032821, 1247501
2012032822, 1168543
2012032823, 1127736
2012032900, 1170524
2012032901, 1146743
2012032902, 1156333
2012032903, 1091971
2012032904, 1177354
2012032905, 984159
2012032906, 847362
2012032907, 759706
2012032908, 740947
2012032909, 797179
2012032910, 916948
2012032911, 1085339
2012032912, 1120871
2012032913, 1066353
2012032914, 1053192
2012032915, 1117094
2012032916, 1134167
2012032917, 1112847
2012032918, 1150627
2012032919, 1135486
2012032920, 1139471
2012032921, 1087149
2012032922, 1062992
2012032923, 1022889
2012033000, 1011043
2012033001, 1045227
2012033002, 1042932
2012033003, 1059953
2012033004, 1035528
2012033005, 997710
2012033006, 872630
2012033007, 801642
2012033008, 793718
2012033009, 844641
2012033010, 935962
2012033011, 1074443
2012033012, 1026854
2012033013, 962055
2012033014, 1011914
2012033015, 1016397
2012033016, 1049777
2012033017, 988112
2012033018, 1064495
2012033019, 1002966
2012033020, 1005920
2012033021, 1081650
2012033022, 1007353
2012033023, 1037307
2012033100, 1047517
2012033101, 1013203
2012033102, 940717
2012033103, 997785
2012033104, 1020320
2012033105, 966274
2012033106, 908516
2012033107, 838512
2012033108, 822716
2012033109, 835799
2012033110, 881633
2012033111, 986556
2012033112, 1175310
2012033113, 1023290
2012033114, 1046296
2012033115, 977433
2012033116, 1035288
2012033117, 1051546
2012033118, 1021406
2012033119, 956868
2012033120, 979626
2012033121, 960316
2012033122, 927718
2012033123, 921575
2012040100, 940768
2012040101, 883772
2012040102, 953080
2012040103, 936589
2012040104, 950115
2012040105, 990977
2012040106, 980454
2012040107, 901625
2012040108, 836833
2012040109, 857879
2012040110, 907533
2012040111, 992441
2012040112, 1155604
2012040113, 1081044
2012040114, 1055637
2012040115, 1150657
2012040116, 1075197
2012040117, 1123546
2012040118, 1106982
2012040119, 951268
2012040120, 1083157
2012040121, 1033061
2012040122, 1058816
2012040123, 1101148
2012040200, 1022357
2012040201, 1032183
2012040202, 992133
2012040203, 966142
2012040204, 1022739
2012040205, 967574
2012040206, 843460
2012040207, 764927
2012040208, 752668
2012040209, 820119
2012040210, 928476
2012040211, 1047480
2012040212, 1080184
2012040213, 1091168
2012040214, 1052354
